red,green,blue,ambient,width,label
648.60,426.10,413.90,387.10,28,ripe
647.60,425.80,414.20,387.30,28,ripe
647.50,425.10,413.20,386.20,28,ripe
647.30,425.10,413.30,386.90,28,ripe
647.70,425.70,413.80,386.60,28,ripe
647.40,424.90,413.30,386.50,28,ripe
647.40,425.00,413.90,387.50,28,ripe
647.70,425.90,414.10,387.20,28,ripe
647.90,425.80,413.70,387.40,28,ripe
647.80,425.30,413.20,386.20,28,ripe
647.00,424.00,412.40,386.10,28,ripe
646.90,423.90,411.60,384.00,28,ripe
646.00,423.60,412.90,387.20,28,ripe
647.80,425.70,414.20,387.70,28,ripe
647.50,425.10,413.40,386.80,28,ripe
647.90,426.20,413.40,386.90,28,ripe
645.60,420.60,409.70,383.50,28,ripe
646.30,423.50,410.70,382.80,28,ripe
645.90,425.90,416.10,390.10,28,ripe
649.10,428.80,417.60,391.30,28,ripe
650.10,430.00,418.50,392.40,28,ripe
650.00,429.50,418.20,391.30,28,ripe
649.60,428.40,414.50,383.80,28,ripe
645.00,422.00,408.90,379.90,28,ripe
645.10,422.30,410.20,376.50,28,ripe
647.30,432.50,423.10,397.10,28,ripe
652.50,433.50,422.00,396.00,28,ripe
652.80,434.30,422.60,395.80,28,ripe
654.70,440.00,429.50,403.80,28,ripe
656.90,440.70,429.60,403.50,28,ripe
656.90,440.60,429.60,403.80,28,ripe
657.20,441.00,429.80,403.80,28,ripe
656.90,440.20,429.30,403.40,28,ripe
656.50,437.40,425.40,398.40,28,ripe
652.30,430.20,416.20,387.70,28,ripe
645.60,416.10,396.00,366.90,28,ripe
636.20,407.30,395.60,368.40,28,ripe
636.40,407.70,395.00,366.70,28,ripe
636.00,408.00,394.00,366.60,28,ripe
633.40,403.40,391.50,364.50,28,ripe
634.80,405.70,393.00,365.50,28,ripe
634.40,405.60,393.00,365.50,28,ripe
634.40,405.80,393.60,366.30,28,ripe
635.30,407.10,394.70,367.50,28,ripe
635.50,406.50,394.90,366.80,28,ripe
635.30,406.90,394.30,367.30,28,ripe
635.70,407.50,395.10,367.60,28,ripe
635.70,407.20,394.80,368.00,28,ripe
636.20,407.50,394.90,367.50,28,ripe
636.20,408.50,395.40,367.40,28,ripe
635.60,407.40,395.40,368.10,28,ripe
635.90,407.80,394.90,367.40,28,ripe
636.90,407.80,394.70,366.90,28,ripe
636.20,411.30,400.70,370.70,28,ripe
639.10,416.80,411.80,388.00,28,ripe
647.20,426.80,415.90,389.00,28,ripe
648.40,428.20,416.20,389.60,28,ripe
648.70,428.00,416.30,389.80,28,ripe
648.90,428.00,416.60,389.80,28,ripe
648.90,427.90,415.80,389.30,28,ripe
648.30,426.80,413.10,384.20,28,ripe
644.80,421.20,412.60,388.00,28,ripe
648.50,427.80,416.10,389.50,28,ripe
648.80,428.10,416.00,388.90,28,ripe
648.80,427.70,416.20,389.20,28,ripe
648.80,427.30,415.40,389.20,28,ripe
648.10,427.20,414.70,388.40,28,ripe
646.90,419.80,409.70,386.90,28,ripe
648.00,428.20,415.90,389.40,28,ripe
649.40,429.50,418.10,390.90,28,ripe
649.40,428.20,416.20,389.30,28,ripe
648.30,427.70,416.30,389.00,28,ripe
648.70,428.70,417.00,390.80,28,ripe
649.60,429.20,414.80,386.10,28,ripe
646.50,425.90,415.60,389.70,28,ripe
647.60,426.70,415.00,388.70,28,ripe
647.50,426.40,414.80,387.70,28,ripe
647.60,427.00,415.40,388.60,28,ripe
647.80,427.20,415.50,388.10,28,ripe
645.10,420.10,411.00,386.60,28,ripe
646.20,425.50,414.10,387.20,28,ripe
646.90,425.70,414.80,387.60,28,ripe
646.00,425.10,412.10,384.10,28,ripe
640.00,412.80,403.90,374.20,28,ripe
605.40,278.30,356.30,367.70,28,ripe
637.40,417.00,406.60,380.70,28,ripe
641.90,419.20,406.80,380.40,28,ripe
642.30,419.20,407.90,381.00,28,ripe
642.60,419.40,407.30,380.30,28,ripe
642.60,418.90,407.60,380.50,28,ripe
642.70,418.70,406.80,379.90,28,ripe
642.30,418.20,406.40,379.30,28,ripe
642.20,418.80,407.80,380.80,28,ripe
642.90,419.20,407.80,380.60,28,ripe
643.00,419.30,408.00,380.90,28,ripe
642.50,419.30,407.70,380.40,28,ripe
642.30,419.40,407.50,381.00,28,ripe
642.30,420.20,407.60,380.60,28,ripe
642.70,418.90,407.40,380.50,28,ripe
642.70,418.40,406.30,378.80,28,ripe
642.10,419.10,406.90,379.70,28,ripe
642.60,419.80,407.60,379.80,28,ripe
642.60,419.50,408.40,381.10,28,ripe
643.40,420.50,408.10,379.00,28,ripe
641.30,416.60,405.00,386.70,28,ripe
674.90,482.10,461.10,428.60,28,ripe
670.10,459.40,448.20,421.80,28,ripe
664.60,442.00,412.10,376.80,28,ripe
643.90,412.50,402.40,348.10,28,ripe
591.40,310.20,292.10,259.90,28,ripe
572.00,304.80,292.50,266.00,28,ripe
574.70,313.10,294.10,258.60,28,ripe
560.40,273.90,240.80,197.20,28,ripe
525.10,232.10,208.80,174.60,28,ripe
520.00,229.60,211.60,178.20,28,ripe
525.40,236.90,219.20,185.20,28,ripe
529.70,239.30,236.80,220.50,28,ripe
555.30,293.90,287.00,267.30,28,ripe
580.20,321.70,304.10,265.70,28,ripe
574.00,305.80,294.20,271.00,28,ripe
582.10,323.40,305.80,270.30,28,ripe
576.60,312.60,296.50,265.70,28,ripe
573.90,311.00,296.00,266.80,28,ripe
573.20,313.10,297.80,268.60,28,ripe
573.00,314.00,298.70,268.70,28,ripe
573.00,314.20,299.30,268.10,28,ripe
554.30,276.20,255.10,219.00,28,ripe
542.30,290.00,319.90,308.00,28,ripe
605.30,389.10,404.10,394.70,28,ripe
648.80,442.20,429.70,396.90,28,ripe
639.70,406.20,383.60,349.20,28,ripe
619.00,375.00,365.60,338.00,28,ripe
616.40,377.30,366.80,342.70,28,ripe
619.80,388.10,379.60,354.70,28,ripe
625.70,392.80,380.80,355.20,28,ripe
626.30,393.10,381.70,356.20,28,ripe
648.90,308.20,277.60,237.60,28,ripe
650.40,312.20,282.40,242.90,28,ripe
652.70,328.30,303.70,275.40,28,ripe
569.10,439.40,425.70,403.40,27,ripe
659.80,387.00,368.80,345.10,28,ripe
647.90,344.70,323.00,295.50,28,ripe
657.40,389.30,370.80,344.40,28,ripe
614.20,304.40,277.00,235.10,27,ripe
582.20,362.00,340.70,310.30,27,ripe
618.20,350.00,329.70,301.70,28,ripe
612.70,339.30,317.40,286.40,27,ripe
769.30,545.00,528.60,508.20,28,ripe
669.70,338.20,314.20,283.60,28,ripe
670.80,420.50,401.30,374.00,28,ripe
666.70,318.70,292.10,258.00,28,ripe
651.50,310.40,283.80,251.50,28,ripe
650.20,309.40,282.50,250.30,28,ripe
661.50,308.30,281.50,246.90,28,ripe
645.20,444.20,427.30,400.90,28,ripe
632.00,451.10,435.00,412.50,28,ripe
631.50,452.30,436.00,410.30,28,ripe
664.30,358.20,335.10,302.20,28,ripe
654.20,374.60,352.60,322.90,28,ripe
663.30,378.60,356.10,323.70,28,ripe
662.30,380.60,358.00,326.30,28,ripe
651.90,378.30,356.20,326.00,28,ripe
650.80,377.70,355.20,325.70,28,ripe
664.00,309.60,269.10,211.40,28,ripe
637.20,302.60,278.30,242.40,28,ripe
642.90,312.30,289.60,253.30,27,ripe
626.20,317.90,295.00,265.60,27,ripe
641.40,384.90,368.20,343.70,28,ripe
636.40,314.40,286.00,238.90,27,ripe
628.30,303.50,271.70,222.10,27,ripe
583.70,308.50,273.20,216.90,27,ripe
639.40,328.20,286.00,213.40,27,ripe
638.60,334.10,306.90,260.00,27,ripe
612.70,316.70,288.80,244.00,27,ripe
624.80,372.40,355.50,327.30,28,ripe
642.60,321.40,298.30,260.70,28,ripe
640.10,321.10,297.80,259.10,27,ripe
626.60,335.10,307.00,282.60,28,ripe
637.80,328.70,307.30,271.50,28,ripe
640.60,324.20,301.00,258.60,27,ripe
631.70,303.20,272.20,217.50,27,ripe
637.30,295.70,265.30,220.20,27,ripe
638.80,321.10,297.60,261.80,28,ripe
654.70,332.00,311.00,278.00,28,ripe
647.20,415.40,400.90,379.10,28,ripe
653.70,468.80,457.80,440.50,28,ripe
669.70,358.60,339.30,310.00,28,ripe
664.10,346.90,327.30,299.60,28,ripe
649.10,412.70,392.40,360.00,28,ripe
664.50,316.40,285.80,231.50,28,ripe
613.40,289.30,261.90,221.50,27,ripe
597.10,291.00,251.10,188.30,27,ripe
546.40,304.80,232.80,181.70,27,ripe
646.20,317.30,264.60,170.80,27,ripe
515.00,244.30,218.90,177.70,27,ripe
559.50,268.70,248.00,219.40,28,ripe
468.10,293.40,276.20,251.00,28,ripe
597.70,273.80,249.50,285.40,28,ripe
662.00,404.50,383.10,351.20,28,ripe
633.20,322.50,300.20,261.50,28,ripe
578.80,360.40,342.30,316.10,28,ripe
610.60,335.60,315.20,282.20,28,ripe
627.70,309.50,285.30,248.90,28,ripe
563.20,358.40,347.80,321.10,28,ripe
523.60,305.60,284.90,250.20,28,ripe
407.80,316.80,304.60,281.80,28,ripe
559.80,305.00,285.00,251.20,28,ripe
685.20,467.70,455.10,437.60,28,ripe
646.00,387.30,366.90,326.90,28,ripe
641.60,309.00,285.40,247.30,28,ripe
605.80,344.90,324.10,289.80,28,ripe
501.30,368.40,355.90,332.30,28,ripe
571.20,319.60,297.30,264.30,28,ripe
618.70,298.60,277.50,243.40,28,ripe
648.10,341.20,320.80,289.50,28,ripe
619.60,302.60,274.50,228.30,28,ripe
549.90,320.30,299.70,268.70,28,ripe
625.40,297.40,270.00,228.20,28,ripe
599.20,370.90,354.20,324.90,28,ripe
638.10,305.60,279.90,228.00,28,ripe
577.40,293.10,268.60,230.50,29,ripe
633.30,398.10,379.00,348.80,28,ripe
654.10,317.90,294.70,257.80,28,ripe
665.00,420.50,403.90,375.30,28,ripe
680.00,417.00,397.90,374.30,28,ripe
624.00,385.80,366.80,336.80,28,ripe
658.50,329.20,305.80,264.90,28,ripe
621.20,409.60,391.80,366.20,28,ripe
541.70,358.90,340.40,310.40,28,ripe
636.70,310.40,281.40,236.40,27,ripe
617.90,325.40,301.30,261.60,28,ripe
593.80,373.40,354.30,323.90,28,ripe
588.50,421.10,406.30,382.80,28,ripe
586.00,458.90,446.90,427.30,28,ripe
659.20,332.30,308.60,268.30,28,ripe
655.10,410.80,392.30,364.90,28,ripe
671.90,415.40,404.50,382.60,28,ripe
721.50,488.40,458.30,428.10,28,ripe
638.20,450.60,434.90,410.50,28,ripe
643.20,323.10,301.20,269.40,28,ripe
656.50,420.30,403.40,373.80,28,ripe
658.10,364.60,343.60,306.80,28,ripe
606.60,333.90,310.30,273.90,28,ripe
592.90,328.30,304.30,265.80,28,ripe
600.60,332.00,309.00,270.50,27,ripe
601.20,341.20,319.60,282.50,27,ripe
548.40,446.40,436.80,418.30,28,ripe
518.70,402.40,383.40,357.70,28,ripe
624.50,332.60,338.60,316.60,28,ripe
666.80,376.20,356.40,327.60,28,ripe
757.50,584.40,538.50,461.20,28,unripe
700.20,517.00,467.40,382.40,28,unripe
778.00,629.20,594.40,526.00,28,unripe
808.80,674.90,638.90,565.90,28,unripe
731.30,554.80,503.90,423.10,28,unripe
692.20,522.80,471.90,402.40,28,unripe
771.00,601.40,559.40,480.40,28,unripe
799.90,650.50,612.80,542.00,28,unripe
815.10,681.20,650.90,587.50,28,unripe
742.40,627.40,601.00,549.20,28,unripe
775.00,610.40,568.70,494.20,28,unripe
770.90,607.40,564.70,492.30,28,unripe
690.10,611.60,588.00,553.30,28,unripe
783.30,621.30,578.70,506.30,28,unripe
751.20,635.80,608.30,558.80,28,unripe
762.70,631.00,598.00,540.90,28,unripe
796.40,650.10,613.10,547.00,28,unripe
803.00,647.10,607.50,535.70,28,unripe
806.80,657.50,620.60,551.70,28,unripe
779.90,658.30,628.30,564.40,28,unripe
798.50,639.30,598.00,524.10,28,unripe
787.20,665.70,636.70,586.00,28,unripe
808.50,679.40,646.50,588.30,28,unripe
774.60,605.70,561.50,485.50,28,unripe
755.60,606.60,570.50,505.00,28,unripe
756.80,624.10,592.80,533.00,28,unripe
733.80,644.50,622.70,580.00,28,unripe
782.50,611.10,565.20,486.10,28,unripe
776.70,611.00,567.40,495.10,28,unripe
796.20,690.70,667.20,623.00,28,unripe
831.90,697.70,665.30,604.50,28,unripe
831.40,696.20,664.70,605.30,28,unripe
856.30,734.00,706.40,652.20,28,unripe
805.10,661.60,626.40,563.60,28,unripe
768.00,598.20,552.00,480.60,28,unripe
714.40,606.00,581.40,536.60,28,unripe
780.10,619.50,577.90,507.60,28,unripe
785.80,618.30,575.50,497.40,28,unripe
787.80,657.70,625.20,567.30,28,unripe
811.40,658.10,620.40,545.40,28,unripe
741.20,584.70,542.80,472.60,28,unripe
688.20,528.30,488.40,419.40,28,unripe
751.10,599.40,560.60,490.30,28,unripe
719.40,571.20,530.90,465.50,28,unripe
726.40,603.20,568.00,522.20,28,unripe
747.10,587.20,541.00,470.50,28,unripe
680.20,564.50,536.80,488.80,28,unripe
723.90,584.30,544.90,478.70,28,unripe
752.70,616.50,579.60,519.60,28,unripe
763.00,605.80,565.90,498.20,28,unripe
766.50,641.60,610.50,558.80,28,unripe
769.80,614.00,573.80,506.50,28,unripe
752.10,587.70,545.40,480.00,28,unripe
738.90,609.40,576.80,525.80,28,unripe
721.80,605.10,576.20,532.70,28,unripe
752.60,614.60,579.40,520.30,28,unripe
768.30,601.50,556.40,483.10,28,unripe
748.00,581.90,538.60,465.40,28,unripe
693.20,548.80,508.80,443.80,28,unripe
759.90,589.60,545.60,470.40,27,unripe
756.00,612.80,575.60,513.10,27,unripe
746.50,605.90,572.10,516.80,27,unripe
746.50,589.60,550.70,480.90,27,unripe
731.20,543.40,490.10,409.50,27,unripe
688.80,547.90,509.90,448.00,27,unripe
686.10,505.20,452.10,371.00,26,unripe
560.30,471.80,444.90,407.90,28,unripe
670.40,463.10,401.10,306.30,28,unripe
793.50,675.00,652.30,597.70,28,unripe
780.20,604.70,555.70,478.00,28,unripe
706.40,583.40,550.00,495.50,28,unripe
689.20,524.40,475.90,405.20,27,unripe
670.00,546.70,511.70,460.70,28,unripe
837.60,732.40,707.10,664.60,28,unripe
646.20,513.20,474.90,420.30,27,unripe
777.70,601.80,554.40,472.30,28,unripe
697.40,529.40,479.90,407.50,27,unripe
705.20,582.80,549.90,494.70,28,unripe
766.30,587.70,543.50,465.60,28,unripe
759.00,607.30,567.10,497.20,28,unripe
798.90,664.00,630.90,570.40,28,unripe
739.30,596.60,561.80,497.60,28,unripe
703.40,597.10,577.60,532.50,28,unripe
764.50,624.70,590.30,528.10,28,unripe
763.90,585.80,537.70,459.50,28,unripe
764.40,592.90,545.70,469.20,28,unripe
715.00,580.70,548.60,491.20,28,unripe
781.20,628.30,593.90,532.60,28,unripe
775.30,609.10,565.40,491.10,28,unripe
785.80,622.90,581.60,505.80,28,unripe
779.10,624.00,583.10,513.80,28,unripe
771.50,594.70,547.80,469.70,28,unripe
774.00,600.50,555.70,476.90,28,unripe
807.00,653.70,610.80,530.40,28,unripe
770.70,587.60,539.80,454.50,28,unripe
635.50,509.30,476.50,424.60,27,unripe
687.00,503.90,446.80,367.80,27,unripe
737.10,582.20,540.50,465.80,28,unripe
619.90,459.00,402.50,351.30,27,unripe
745.30,577.30,529.30,450.00,28,unripe
762.80,607.90,565.30,487.30,28,unripe
748.10,563.80,516.10,430.70,27,unripe
747.50,566.60,510.40,423.90,28,unripe
721.40,525.00,468.00,379.80,27,unripe
588.40,461.70,422.60,373.70,27,unripe
740.70,574.10,530.00,448.00,27,unripe
690.10,522.50,476.20,405.30,27,unripe
680.90,520.10,476.40,408.60,27,unripe
567.90,445.10,408.60,356.80,27,unripe
729.90,544.10,494.30,412.00,27,unripe
740.00,548.00,495.80,404.20,27,unripe
734.90,527.10,467.70,373.80,27,unripe
734.00,526.00,466.40,372.10,27,unripe
713.20,549.80,506.00,431.10,27,unripe
702.80,528.50,481.20,400.40,27,unripe
743.90,560.70,518.20,433.90,28,unripe
730.10,536.80,484.70,398.60,27,unripe
770.60,599.00,554.60,474.10,27,unripe
772.30,600.20,557.00,478.10,27,unripe
771.30,599.60,556.60,478.10,27,unripe
747.80,560.40,510.10,421.70,27,unripe
749.60,543.40,435.30,329.20,28,unripe
613.40,510.20,528.00,482.40,27,unripe
670.70,567.00,541.30,499.60,27,unripe
